id,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49
x_BWLA,0.9378930446000662,-0.4014445616678347,-0.9348606425843776,-0.5551432872270433,-1.967468906447555,-0.8936131260738074,1.6225552839792858,-0.6941078549131966,1.9518978607733,-2.886808586287382,-2.117155354692198,-1.351032773847925,0.3389589286791134,-0.7059741929289054,-1.8464590878994516,-0.815005554974325,-0.025903934804433076,4.685086900135514,0.45529496314652546,1.2796097987859427,-1.081185834680751,-0.8859854162030439,-1.6101374319204589,-0.1021786883622036,3.810208999258051,1.1766804424019535,1.2196170076735302,-0.4094791152869851,-0.5680777246111974,-1.5198091728483998,0.811691367268955,0.35213128414600015,-0.2622543108874431,-6.002196300883782,-0.88180228393843,0.1946385637333292,-0.5401156532529556,-0.3906551944389878,0.03274491562044235,-0.8846031549010038,-2.2470771354053545,-1.4167683468988106,0.673674981887662,1.9697085102349206,-0.24383252833695632,1.855942089380759,1.1050008618244407,0.29848536830939987,-5.553450459776726,1.5067602769424826
nm32AQ,-1.0659622922469274,-0.3196611548186848,1.1032067937988626,0.24648423013221107,-0.5355896635377895,-1.4764443462150783,-0.42306111889626075,-1.0691724366167112,2.277774412997945,0.7711874308863131,-0.05572499677685487,2.017393777860649,-1.1156688999702316,0.11341373801245869,-0.8278929951446031,-1.5741602191614004,-0.26923263760586547,-0.5304085666316752,-1.3322821719935605,-0.653272904518852,-2.4954826143212916,0.37513354724767345,1.4552171500867233,-1.1610330985197082,-0.8559399387752137,-1.070240410192389,-0.3294745020903045,0.36929559277997936,-0.37019444446261995,0.5038452822523988,-1.2191606682761564,0.9894841780117617,0.6917959886311356,-3.189289430167338,-1.3258570916748822,-3.231663153331942,-2.5243462571380375,3.6512900261459253,3.0530574462034195,-0.28489865417191,1.1570525095692523,-0.6831240174464636,-0.302312043737846,1.5905438545230366,-0.7627751100580951,0.8924559212660705,1.706555739272574,1.5616673038431594,-1.5052219282969543,0.5083872609484745
rcsl1A,0.16105250057620246,0.9677784412348351,1.517065056271991,-2.6330285068751897,-1.2345699209656429,-1.8805036009962275,0.960125080092931,-1.5738662104160959,2.3969987884243023,3.0913184532002047,1.096519479317345,-0.768142091221435,0.7840641064917596,-3.1424614555510644,1.402546718999635,-1.3004238636160452,-1.9451426925621562,0.10240027663167917,-0.2769566276613183,-0.6214262908742872,0.4053010886251352,0.8657715398815348,-1.377704714562522,-1.1859667545878543,-1.5959023604811087,-2.0864477431253863,-0.7115317367805155,0.30156513486015296,-0.9246530429896807,-0.29982270132515765,-0.1952685615524028,1.921977281130143,-1.3962997615220953,-0.46075066637843987,1.3426816923416804,-3.5088558518500195,1.0541559390994393,-2.0339592120666055,1.565559679344332,-0.26063464733993197,2.9859224182630655,-0.7562800215156725,1.4224428755533025,0.23238439305862668,-0.010024941307201399,0.8973484233865452,0.5132193338923278,0.8828466494981354,3.0829081395858204,-0.16503455446399606
E44IgQ,0.3480432090720066,0.8995420533482176,-3.2454095444491635,-0.07663277561979831,1.5454047917072258,0.7644789133944468,-0.2213140931469635,-1.7134178813536625,-0.13789381273117218,1.0594805936572738,-0.9994633828597442,-0.44696585510489917,0.5469926827005014,-0.9472127963162827,-0.8772201377525932,2.59376432381722,-2.058383359583887,2.9605837622303524,0.16070940089053934,-0.7443615484675286,1.0909494112812828,-0.5852291334693357,4.972741426391368,0.14004321585970153,-2.7956168440501417,0.2915408650971829,0.5961179007430712,-1.552886580508197,-1.0463818642530962,0.1330880295911976,-0.18934110054217354,0.12206389578108669,-1.2930338195898279,0.5958998844959967,0.16247218825408444,-6.249196821448936,0.6808681974199896,1.585941141600835,1.9315033281242824,-0.16724741853717745,0.2592630144868513,-0.35754076546270475,0.6069664363299068,0.09635764392952677,1.0655253611154867,-0.8368483078116281,-1.3094664191136387,0.2919665892172101,7.057348268898777,0.354322192470762
Zbfm5Q,-1.1980438952555073,-2.477338572646633,0.44546199651718604,-0.9798105943852765,-0.5152714706737858,-1.308888386231941,-1.7649069279900218,0.8717510495501705,-1.7825093539638388,0.5322328607634453,0.3731264704031863,-0.6622306441679219,-2.4541994986630495,-2.5255504022475117,-0.12339735000234213,-1.3455566496114861,1.4069437223958716,-0.4603562551037541,0.010686706327119965,0.16260975264878322,1.0142833939249463,-0.8537181368886669,1.0570832198080784,-0.4653833089144332,-0.01099614517344738,-2.812748273498517,0.3475070580220739,-0.10687582220627209,1.141066109954518,0.6776033752626718,-0.014155914724713621,-0.07187707786693906,1.170219546601865,-1.710746282791506,0.718119105352678,-0.7524408328632516,0.9908089894965342,1.3321127771151298,-0.441687844609981,-2.28980317006959,-2.4158963746058104,-0.20287194620008425,-0.6173716421280915,-0.11367323762308197,0.8741812047553843,1.8977556865610454,0.428726699968553,0.6297206275384591,-0.48594951068005365,-0.07575231801789947
ynShoQ,0.8666734968439122,0.585229533853339,-1.080746926619105,0.22276808518212543,-0.8563816097057958,0.9892304819928085,0.5423524582457417,-1.0276772033487693,1.362767585787973,-0.8362602639107971,-0.17361930275902812,0.643439656988068,0.2579147281463801,0.30954795762410725,-0.02514185023459331,2.534589428030713,1.266932353024594,-5.098910143695062,-0.9099030943274269,1.7650522660314902,0.014072888814069758,0.1369708806222502,-0.8302985557119023,1.0851489588078593,0.35774435653803316,-2.2575039907870122,-1.6968836794597866,-0.651439931165816,-1.1889823312755057,-0.2364461897611781,0.8813264068508387,1.5023053679423,-0.8882033151243001,-0.1897990718919389,0.2021729500741025,5.414262632218415,1.1008006189467168,0.9618767836205256,-2.425330765314225,0.638723381055425,-1.7512227237421605,0.38317725073842523,-3.2107832672848513,0.7638655546152591,-0.7188616470969038,-0.023908243466500032,0.9559014064175593,-0.47351752912064743,-5.129380595302828,-1.0390136016367604
HTC0_w,-0.5310889167083657,0.4303591055707225,0.8653497059098355,0.5912992618274177,-0.4085822178137106,-0.7120089054598591,0.2689950293134986,-1.5583471798895334,1.9419269409719484,0.4959980075689324,0.03601889493283033,-0.5143208977460747,0.8559087622808035,2.208259255463977,0.6602033470735972,-0.4691384286423502,0.8484655712729489,-0.13384700538028982,0.02483206633113697,0.20614861805840784,0.8582241576109862,-0.7185175715543344,1.3071739613370428,-0.030341188838150405,0.45146484672066123,-0.735866819682837,-1.0464741383742742,0.5663560069049777,0.6761210690033831,-0.27090336185020325,0.36981180899912575,-1.0125076569289846,0.5996744870514071,-1.7939715656048687,0.8777568796553732,-0.17396302893512142,0.5629991705007817,1.6027481609603833,1.5840563739499487,1.4558369897991599,1.1123314436622669,0.5967671344379004,1.0496641764281922,1.3746282919827133,-0.25128208559155785,1.389361658748054,-0.6186491358232278,0.9322105848381894,0.6135850087791468,-0.7283471286264642
ha0jDQ,0.06635946017118137,-0.7707815851176189,1.68573668983136,-1.520659277111988,-0.15804070287437047,0.9789932732120468,-0.8791342864606099,-2.3352204418980334,-1.567908643465942,0.4067613361260332,0.6856810112437174,0.012722873900805936,0.10088630088680098,-0.7777189445642771,-0.5279554273236864,0.5917102709740776,0.7184951734995051,-1.9105584480839908,0.5420117688517642,0.3280370604739357,2.5071572806233613,-0.2871571902623213,2.299209094972921,-1.093503038450937,0.8218655795841436,0.37646797781645613,1.5491169776071843,0.26898811703203307,1.313715287023907,-0.4024156864146212,-2.615108497674008,-1.1974401510040271,-0.2698982448483116,1.7279268207344995,2.375306021577612,-1.476556546138732,0.24412553124249858,-1.095896430930317,-0.3676733893881676,2.1074574951210265,1.3205922179255025,0.3318684910981348,-1.5953928482911728,-1.7730031815730836,0.3585336748933823,-0.5939021898593302,-2.38725854790193,0.3323981070610792,3.26729467367156,1.4491909951182937
KjzvRg,-0.03337658839747994,-0.20604904730370407,-0.19352765732521593,-0.7706351484173404,1.696645472783688,-0.2471164800685348,0.603244322518774,-0.6650333290735487,1.3322468988943608,1.5853516142775317,-0.40102182754050164,0.7637032177453755,-0.7240803352381832,1.1225476069158145,0.47384629916312465,-0.10301462826404936,-0.7296181986254332,0.7828592015496387,-0.55205616990462,-0.6674758071188518,0.9490771767425236,-0.5704775016510231,-2.0295062698511317,-0.8490378819319486,-6.7157100039812505,-1.1364545092349234,0.11268644020190653,-0.0721417689770075,-0.9890694161648727,-0.14125503735800074,-1.3639185293904823,0.3324580003981719,1.9150765998829937,-1.0538849458811674,0.45747267575942696,0.63040963812705,-1.1760936409946898,3.311066691828045,3.0503169941579165,-0.6321838742874155,-4.847469245985426,1.1270194841875252,-0.13147393814328692,0.9773560247212635,-1.3743763620906115,0.17826317456675583,1.590104238396923,0.21445576724838114,-4.4463559392457315,-2.5215633756952442
b1xtrA,0.38496238912993036,1.0232294931269996,0.37567310763509765,-0.7890134811742351,0.3199177468413602,-0.5474256289595283,-0.31126940695525784,2.54324227369094,-0.01887969977586934,1.1999685125389983,1.530964505687301,1.3311139282942104,-0.30898583556954246,-1.3489617141617927,-1.2907117929733913,-0.6953059579297937,-0.5134751125054744,-1.4403536930900693,-0.9125288142453789,-0.19057149392721381,-1.2179574045524768,1.4181640913362898,0.48776811443284007,0.25510042483951845,-1.3436459147931394,-0.3566176584913674,-0.7084164032323061,0.8309152442586177,-0.60550651653047,-0.18650335080901073,1.5303811295842091,-1.4364636757723293,0.09474192281114259,-0.6493677899666561,-0.2539889138159975,-3.867002359270623,-0.628075951773678,-0.6237349810771349,2.8832150164153907,1.7802580091975753,1.9001629951689636,0.7335019123274864,-0.06029528211471932,-0.3635942559798644,1.644538120977382,0.23835080367540287,1.841022603936557,0.6006495789357269,1.543666209555097,-0.8722953879027603
